0.520411	0.559582	0.559582	0.520411	
0.559582	0.162957	0.601701	0.520411	
0.172408	0.172408	0.000000	0.175223	
0.646990	0.695688	0.695688	0.162957	
0.695688	0.646990	0.748052	0.646990	
0.646990	0.601701	0.695688	0.695688	
0.601673	0.601294	0.646990	0.646990	
0.000000	0.000000	0.000000	0.000000	
0.079218	0.088640	0.025552	0.075221	
0.083866	0.095510	0.065928	0.082037	
0.093241	0.103951	0.087206	0.079869	
0.110362	0.111885	0.017528	0.103090	
0.106028	0.099294	0.129597	0.095892	
0.065685	0.031092	0.040725	0.113461	
0.031092	0.031092	0.023132	0.041790	
0.000000	0.000000	0.000000	0.000000	
0.336054	0.361994	0.362044	0.336517	
0.362041	0.162888	0.389293	0.336700	
0.173635	0.175160	0.000000	0.175223	
0.418596	0.389260	0.450104	0.162949	
0.389295	0.362044	0.373351	0.418596	
0.362044	0.336701	0.389295	0.389294	
0.336701	0.336701	0.362044	0.362044	
0.520411	0.601701	0.520411	0.559582	
0.559582	0.646990	0.499102	0.559582	
0.162957	0.695688	0.601701	0.601701	
0.646990	0.748052	0.646990	0.646990	
0.804357	0.804357	0.695688	0.699338	
0.646990	0.646990	0.646990	0.748052	
0.601701	0.643632	0.601701	0.695688	
0.000000	0.000000	0.000000	0.000000	
0.078248	0.068941	0.001251	0.033557	
0.088659	0.087957	0.054148	0.035753	
0.096502	0.094856	0.078049	0.075891	
0.102291	0.000000	0.038644	0.085578	
0.139063	0.000000	0.139194	0.000000	
0.054738	0.030299	0.000000	0.000000	
0.031092	0.000000	0.000000	0.040725	
0.000000	0.000000	0.000000	0.000000	
0.336701	0.389294	0.389294	0.361996	
0.362042	0.418596	0.418596	0.362044	
0.162901	0.450037	0.450104	0.389295	
0.418596	0.416126	0.483982	0.418596	
0.389295	0.389295	0.351792	0.357466	
0.362044	0.362044	0.418596	0.364429	
0.336701	0.362044	0.389295	0.389295	
0.559582	0.483982	0.483982	0.520410	
0.450104	0.450104	0.520411	0.520411	
0.646990	0.646990	0.559582	0.483979	
0.695688	0.695688	0.601701	0.601701	
0.748052	0.646989	0.646990	0.646990	
0.695688	0.601701	0.162954	0.695688	
0.646990	0.601699	0.559581	0.646990	
0.000000	0.000000	0.000000	0.000000	
0.070950	0.063590	0.039901	0.009810	
0.082216	0.062894	0.065349	0.064570	
0.089544	0.085002	0.074433	0.076447	
0.091849	0.079270	0.034845	0.042597	
0.103561	0.000000	0.007704	0.013165	
0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	
0.362043	0.418596	0.418596	0.389294	
0.389294	0.450104	0.450101	0.389294	
